(مص. أسس)	تَأْسِيسٌ-تَأْسِيسٌ 
(مص. تَيَمَّنَ)	تَيَمُّنٌ-تَيَمُّنٌ 
(مص. ثَأَرَ)	ثَأْرٌ-ثَأْرٌ 
(مص. ثَابَرَ)	مُثَابَرَةٌ-مُثَابَرَةٌ 
(مص. ثَارَ)	ثَوَرَانٌ-ثَوَرَانٌ 
(مص. ثَاقَفَ).	ثِقَافٌ-ثِقَافٌ 
(مص. ثَبَتَ)	ثبَاتٌ-ثبَاتٌ 
(مص. ثَبَتَ)	ثُبُوتٌ-ثُبُوتٌ 
(مص. ثَبَرَ)	ثُبُورٌ-ثُبُورٌ 
(مص. ثَخُنَ)	ثُخونَةٌ-ثُخونَةٌ 
(مص. ثَرَا، ثَرِيَ)	ثَرَاءٌ-ثَرَاءٌ 
(مص. ثَرَّبَ)	تَثْرِيبٌ-تَثْرِيبٌ 
(مص. ثَرْثَرَ)	ثَرْثَرَةٌ-ثَرْثَرَةٌ 
(مص. ثَرِيَ)	ثَرىً-ثَرىً 
(مص. ثَقَبَ)	ثَقْبٌ-ثَقْبٌ 
(مص. ثَقُفَ، ثَقَفَ)	ثَقَافَةٌ-ثَقَافَةٌ 
(مص. ثَلَّثَ)	تَثْلِيثٌ-تَثْلِيثٌ 
(مص. ثَلَجَ)	ثَلْجٌ-ثَلْجٌ 
(مص. ثَلَمَ)	ثَلْمٌ-ثَلْمٌ 
(مص. ثَنَّى)	تَثْنِيَةٌ-تَثْنِيَةٌ 
(مص. جَأْشٌ)	جَأْشٌ-جَأْشٌ 
(مص. جَاءَ)	مَجِيءٌ-مَجِيءٌ 
(مص. جَابَهَ)	مُجَابَهَةٌ-مُجَابَهَةٌ 
(مص. جَاحَ)	جاَئِحَةٌ-جاَئِحَةٌ 
(مص. جَادَ)	جَوْدَةٌ-جَوْدَةٌ 
(مص. جَادَلَ)	مُجَادَلَةٌ-مُجَادَلَةٌ 
(مص. جَارَ، جَاوَرَ)	جِوَارٌ-جِوَارٌ 
(مص. جَارَ)	جَوْرٌ-جَوْرٌ 
(مص. جَارَى)	مُجَارَاةٌ-مُجَارَاةٌ 
(مص. جَازَ)	مَجَازٌ-مَجَازٌ 
(مص. جَازَ).	جَوَازٌ-جَوَازٌ 
(مص. جَازَفَ)	مُجَازَفَةٌ-مُجَازَفَةٌ 
(مص. جَازَى)	مُجَازَاةٌ-مُجَازَاةٌ 
(مص. جَاشَ)	جَيَشَانٌ-جَيَشَانٌ 
(مص. جَاعَ)	مجَاعَةٌ-مجَاعَةٌ 
(مص. جَافَ)	جَوْفٌ-جَوْفٌ 
(مص. جَافَى)	مُجَافَاةٌ-مُجَافَاةٌ 
(مص. جَالَ)	جَوَلاَنٌ-جَوَلاَنٌ 
(مص. جَالَ)	جَوْلٌ-جَوْلٌ 
(مص. جَالَسَ)	مُجَالَسَةٌ-مُجَالَسَةٌ 
(مص. جامَعَ)	جِمَاعٌ-جِمَاعٌ 
(مص. جَامَعَ)	مُجَامَعَةٌ-مُجَامَعَةٌ 
(مص. جَامَلَ)	مُجَامَلَةٌ-مُجَامَلَةٌ 
(مص. جَانَبَ)	مُجَانَبَةٌ-مُجَانَبَةٌ 
(مص. جَانَسَ)	مُجَانَسَةٌ-مُجَانَسَةٌ 
(مص. جَاهَدَ)	جِهَادٌ-جِهَادٌ 
(مص. جَاهَدَ)	مُجَاهَدَةٌ-مُجَاهَدَةٌ 
(مص. جَاهَرَ، جَهَرَ)	جِهَارٌ-جِهَارٌ 
(مص. جَاهَرَ)	مُجَاهَرَةٌ-مُجَاهَرَةٌ 
(مص. جَاوَبَ)	مُجَاوَبَةٌ-مُجَاوَبَةٌ 
(مص. جَاوَرَ)	مُجَاوَرَةٌ-مُجَاوَرَةٌ 
(مص. جَاوَزَ)	مُجَاوَزَةٌ-مُجَاوَزَةٌ 
(مص. جَبَرَ)	جَبْرٌ-جَبْرٌ 
(مص. جَبَى)	جِبَايَةٌ-جِبَايَةٌ 
(مص. جَثَّ)	جَثٌّ-جَثٌّ 
(مص. جَدَّ)	جِدٌّ-جِدٌّ 
(مص. جَدَّدَ)	تَجْدِيدٌ-تَجْدِيدٌ 
(مص. جَذَّ)	جَذٌّ-جَذٌّ 
(مص. جَذَبَ)	جَذْبٌ-جَذْبٌ 
(مص. جَذَّرَ)	تَجْذِيرٌ-تَجْذِيرٌ 
(مص. جَذَّرَ)	تَجْذِيرٌ-تَجْذِيرٌ 
(مص. جَذَّفَ)	تَجْذِيفٌ-تَجْذِيفٌ 
(مص. جَذَّفَ)	تَجْذِيفٌ-تَجْذِيفٌ 
(مص. جَذَلَ)	جَذَلٌ-جَذَلٌ 
(مص. جَرَّ)	جَرٌّ-جَرٌّ 
(مص. جَرُؤَ)	جُرْأَةٌ-جُرْأَةٌ 
(مص. جَرَّبَ)	تَجْرِبَةٌ-تَجْرِبَةٌ 
(مص. جَرَّبَ)	تَجْرِيبٌ-تَجْرِيبٌ 
(مص. جَرَدَ)	جَرْدٌ-جَرْدٌ 
(مص. جَرَّدَ)	تَجْرِيدٌ-تَجْرِيدٌ 
(مص. جَرَّذَ)	تَجْرِيذٌ-تَجْرِيذٌ 
(مص. جَرَّرَ)	تَجْرِيرٌ-تَجْرِيرٌ 
(مص. جَرَسَ)	جَرْسٌ-جَرْسٌ 
(مص. جَرَّسَ)	تَجْرِيسٌ-تَجْرِيسٌ 
(مص. جَرَشَ)	جَرْشٌ-جَرْشٌ 
(مص. جَرَّشَ)	تَجْرِيشٌ-تَجْرِيشٌ 
(مص. جَرَّفَ)	تَجْرِيفٌ-تَجْرِيفٌ 
(مص. جَرَمَ)	جَرِيمَةٌ-جَرِيمَةٌ 
(مص. جَرَى)	جَرْيٌ-جَرْيٌ 
(مص. جَزَّأَ)	تَجْزِئَةٌ-تَجْزِئَةٌ 
(مص. جَزَّأَ)	تَجْزِيءٌ-تَجْزِيءٌ 
(مص. جَزَرَ)	جَزْرٌ-جَزْرٌ 
(مص. جَزَّزَ)	تَجْزِيزٌ-تَجْزِيزٌ 
(مص. جَزَعَ)	جَزَعٌ-جَزَعٌ 
(مص. جَزَفَ)	جَزْفٌ-جَزْفٌ 
(مص. جَزَلَ)	جَزَالَةٌ-جَزَالَةٌ 
(مص. جَزَى)	جَزَاءٌ-جَزَاءٌ 
(مص. جَسَّ)	جَسٌّ-جَسٌّ 
(مص. جَسَّدَ)	تَجْسِيدٌ-تَجْسِيدٌ 
(مص. جَسَرَ)	جَسَارَةٌ-جَسَارَةٌ 
(مص. جَسَّمَ)	تَجْسِيمٌ-تَجْسِيمٌ 
(مص. جَشَّ)	جَشّ-جَشّ 
(مص. جَشِعَ)	جَشَعٌ-جَشَعٌ 
(مص. جَشِمَ)	جَشَمٌ-جَشَمٌ 
(مص. جَعْجَعَ)	جَعْجَعَةٌ-جَعْجَعَةٌ 
(مص. جَعَّدَ)	تَجْعِيدٌ-تَجْعِيدٌ 
(مص. جَفَّ)	جَفَافٌ-جَفَافٌ 
(مص. جَفَا)	جَفَاءٌ-جَفَاءٌ 
(مص. جَفَا)	جَفْوٌ-جَفْوٌ 
(مص. جَفَرَ)	جَفْرٌ-جَفْرٌ 
(مص. جَفَّفَ)	تَجْفِيفٌ-تَجْفِيفٌ 
(مص. جَفَلَ)	جَفْلٌ-جَفْلٌ 
(مص. جَلَّ)	جَلاَلَةٌ-جَلاَلَةٌ 
(مص. جَلَّ)	جَلاَلٌ-جَلاَلٌ 
(مص. جَلَّ)	جَلٌّ-جَلٌّ 
(مص. جَلاَ)	جَلاَءٌ-جَلاَءٌ 
(مص. جَلَبَ)	جَلْبٌ-جَلْبٌ 
(مص. جَلْبَبَ)	جِلْبَابٌ-جِلْبَابٌ 
(مص. جَلْجَلَ)	جَلْجَلَةٌ-جَلْجَلَةٌ 
(مص. جَلَدَ)	جَلْدٌ-جَلْدٌ 
(مص. جَلُدَ)	جَلَدٌ-جَلَدٌ 
(مص. جَلَّدَ)	تَجْلِيدٌ-تَجْلِيدٌ 
(مص. جَلَسَ)	جُلُوسٌ-جُلُوسٌ 
(مص. جَمَدَ)	جَمْدٌ-جَمْدٌ 
(مص. جَمَدَ)	جُمُودٌ-جُمُودٌ 
(مص. جَمَّدَ)	تَجْمِيدٌ-تَجْمِيدٌ 
(مص. جَمَعَ)	تَجْمِيعٌ-تَجْمِيعٌ 
(مص. جَمَعَ)	جَمْعٌ-جَمْعٌ 
(مص. جَمُلَ، جَمِلَ)	جَمَالٌ-جَمَالٌ 
(مص. جَمَّلَ)	تَجْمِيلٌ-تَجْمِيلٌ 
(مص. جَمْهَرَ)	جَمْهَرَةٌ-جَمْهَرَةٌ 
(مص. جَنَّ، جُنَّ)	جُنُونٌ-جُنُونٌ 
(مص. جَنَبَ)	جَنَابَةٌ-جَنَابَةٌ 
(مص. جَنَّدَ)	تَجْنِيدٌ-تَجْنِيدٌ 
(مص. جَنْدَلَ)	جَنْدَلَةٌ-جَنْدَلَةٌ 
(مص. جَنَسَ)	جِنَاسٌ-جِنَاسٌ 
(مص. جَنَى)	جِنَايَةٌ-جِنَايَةٌ 
(مص. جَنَى).	جَنىً-جَنىً 
(مص. جَهَدَ)	جَهْدٌ-جَهْدٌ 
(مص. جَهَرَ)	جَهْرٌ-جَهْرٌ 
(مص. جَهَّزَ)	تَجْهِيزٌ-تَجْهِيزٌ 
(مص. جَهِلَ)	جَهْلٌ-جَهْلٌ 
(مص. جَهَمَ)	جَهْمٌ-جَهْمٌ 
(مص. جَوَّدَ)	تَجْوِيدٌ-تَجْوِيدٌ 
(مص. جَوَّزَ)	تَجْوِيزٌ-تَجْوِيزٌ 
(مص. جَوَّعَ)	تَجْوِيعٌ-تَجْوِيعٌ 
(مص. جَوَّفَ)	تَجْوِيفٌ-تَجْوِيفٌ 
(مص. جَوَّلَ)	تَجْوَالٌ-تَجْوَالٌ 
(مص. جَوِي)	جَوًى-جَوًى 
(مص. جَيَّرَ)	تَجْيِيرٌ-تَجْيِيرٌ 
(مص. جَيَّشَ)	تَجْيِيشٌ-تَجْيِيشٌ 
(مص. حَابَى)	مُحَابَاةٌ-مُحَابَاةٌ 
(مص. حاجَ)	حَوْجٌ-حَوْجٌ 
(مص. حَاجَّ)	مُحَاجَّةٌ-مُحَاجَّةٌ 
(مص. حَاجَى)	مُحَاجَاةٌ-مُحَاجَاةٌ 
(مص. حادَ)	حَيْدٌ-حَيْدٌ 
(مص. حَادَ)	مَحِيدٌ-مَحِيدٌ 
(مص. حَادَثَ)	مُحَادَثَةٌ-مُحَادَثَةٌ 
(مص. حَاذَرَ)	مُحَاذَرَةٌ-مُحَاذَرَةٌ 
(مص. حَاذَى)	مُحَاذَاةٌ-مُحَاذَاةٌ 
(مص. حَارَ يَحَارُ)	حَيْرٌ-حَيْرٌ 
(مص. حَارَ)	حَيْرَةٌ-حَيْرَةٌ 
(مص. حَارَبَ)	مُحَارَبَةٌ-مُحَارَبَةٌ 
(مص. حَازَ يَحِيزُ)	حَيْزٌ-حَيْزٌ 
(مص. حَازَ)	حَوْزٌ-حَوْزٌ 
(مص. حَازَبَ)	مُحَازَبَةٌ-مُحَازَبَةٌ 
(مص. حَاسَبَ)	مُحَاسَبَةٌ-مُحَاسَبَةٌ 
(مص. حَاسَنَ)	مُحَاسَنَةٌ-مُحَاسَنَةٌ 
(مص. حَاشَ) 	حَوْشٌ-حَوْشٌ 
(مص. حَاشَى)	مُحَاشَاةٌ-مُحَاشَاةٌ 
(مص. حَاصَ)	حَيْصٌ-حَيْصٌ 
(مص. حَاصَ)	مَحِيصٌ-مَحِيصٌ 
(مص. حَاصَرَ)	مُحَاصَرَةٌ-مُحَاصَرَةٌ 
(مص. حَاضَ)	حَيْضٌ-حَيْضٌ 
(مص. حَاضَرَ)	مُحَاضَرَةٌ-مُحَاضَرَةٌ 
(مص. حاطَ)	حَوْطٌ-حَوْطٌ 
(مص. حَاطَ)	حِيطَةٌ-حِيطَةٌ، حَيْطَةٌ 
(مص. حَافَ)	حَوْفٌ-حَوْفٌ 
(مص. حَافَ)	حَيْفٌ-حَيْفٌ 
(مص. حافَظَ)	حِفَاظٌ-حِفَاظٌ 
(مص. حَافَظَ)	مُحَافَظَةٌ-مُحَافَظَةٌ 
(مص. حَاقَ)	حَوْقٌ-حَوْقٌ، ةٌ 
(مص. حَاقَ)	حَوْقَةٌ-حَوْقَةٌ 
(مص. حاكَ)	حَوْكٌ-حَوْكٌ 
(مص. حَاكَ)	حِيَاكَةٌ-حِيَاكَةٌ 
(مص. حَاكَمَ)	مُحَاكَمَةٌ-مُحَاكَمَةٌ 
(مص. حَاكَى)	مُحَاكَاةٌ-مُحَاكَاةٌ 
(مص. حَالَ يَحُولُ)	حِيَالٌ-حِيَالٌ 
(مص. حَالَ يَحِيلُ)	حَيْلٌ-حَيْلٌ 
(مص. حَالَ)	حَوْلٌ-حَوْلٌ 
(مص. حَالَ)	حَيْلُولَةٌ-حَيْلُولَةٌ 
(مص. حَانَ)	حَيْنٌ-حَيْنٌ 
(مص. حَاوَرَ)	حِوَارٌ-حِوَارٌ 
(مص. حَاوَرَ)	مُحَاوَرَةٌ-مُحَاوَرَةٌ 
(مص. حَاوَلَ)	مُحَاوَلَةٌ-مُحَاوَلَةٌ 
(مص. حَايَدَ)	حِيَادٌ-حِيَادٌ 
(مص. حَايَدَ)	مُحَايَدَةٌ-مُحَايَدَةٌ 
(مص. حَبَّ)	مَحَبَّةٌ-مَحَبَّةٌ 
(مص. حَبَّبَ)	تَحْبِيبٌ-تَحْبِيبٌ 
(مص. حَبَّذَ)	تَحْبِيذٌ-تَحْبِيذٌ 
(مص. حَبَرَ)	حُبورٌ-حُبورٌ 
(مص. حَبَّرَ)	تَحْبِيرٌ-تَحْبِيرٌ 
(مص. حَبَسَ)	حَبْسٌ-حَبْسٌ 
(مص. حَبَّسَ)	تَحْبِيسٌ-تَحْبِيسٌ 
(مص. حَبَّلَ)	تَحْبِيلٌ-تَحْبِيلٌ 
(مص. حَتَمَ)	حَتْمٌ-حَتْمٌ 
(مص. حَجَّ)	حَجٌّ-حَجٌّ 
(مص. حَجَرَ)	حِجْرٌ-حِجْرٌ 
(مص. حَجَّرَ)	تَحْجِيرٌ-تَحْجِيرٌ 
(مص. حَجَزَ)	حَجْزٌ-حَجْزٌ 
(مص. حَجَمَ)	حَجْمٌ-حَجْمٌ 
(مص. حَدَّ)	حَدٌّ-حَدٌّ 
(مص. حَدَّ)	حِدادٌ-حِدادٌ 
(مص. حَدِبَ)	حَدَبٌ-حَدَبٌ 
(مص. حَدَّبَ)	تَحْدِيبٌ-تَحْدِيبٌ 
(مص. حَدَثَ)	حُدوثٌ-حُدوثٌ 
(مص. حَدُثَ)	حَداثَةٌ-حَداثَةٌ 
(مص. حَدَّثَ)	تَحْدِيثٌ-تَحْدِيثٌ 
(مص. حَدَّدَ)	تَحْدِيدٌ-تَحْدِيدٌ 
(مص. حَدِرَ)	حَدَرٌ-حَدَرٌ 
(مص. حَدَسَ)	حَدْسٌ-حَدْسٌ 
(مص. حَدَّقَ)	تَحْدِيقٌ-تَحْدِيقٌ 
(مص. حَدَمَ)	حَدْمٌ-حَدْمٌ 
(مص. حَذا)	حَذْوٌ-حَذْوٌ 
(مص. حَذَّرَ)	تَحْذِيرٌ-تَحْذِيرٌ 
(مص. حَذَّقَ)	تَحْذِيقٌ-تَحْذِيقٌ 
(مص. حَرَّ)	حَرارَةٌ-حَرارَةٌ 
(مص. حَرَّ)	حَرٌّ-حَرٌّ 
(مص. حَرَا)	حَراً-حَراً 
(مص. حَرَبَ)	حَرْبٌ-حَرْبٌ 
(مص. حَرَثَ)	حَرْثٌ-حَرْثٌ 
(مص. حَرِجَ)	حَرَجٌ-حَرَجٌ 
(مص. حَرَّرَ)	تَحْرِيرٌ-تَحْرِيرٌ 
(مص. حَرَّزَ)	تَحْرِيزٌ-تَحْرِيزٌ 
(مص. حَرِزَ).	حَرَزٌ-حَرَزٌ 
(مص. حَرَسَ)	حِراسَةٌ-حِراسَةٌ 
(مص. حَرَسَ)	حَرْسٌ-حَرْسٌ
(مص. حَرَشَ)	حَرْشٌ-حَرْشٌ 
(مص. حَرَّشَ)	تَحْرِيشٌ-تَحْرِيشٌ 
(مص. حَرَّضَ)	تَحْرِيضٌ-تَحْرِيضٌ 
(مص. حَرَفَ)	حَرْفٌ-حَرْفٌ 
(مص. حَرَّفَ)	تَحْرِيفٌ-تَحْرِيفٌ 
(مص. حَرَقَ)	حَرْقٌ-حَرْقٌ 
(مص. حَرِقَ)	حَرَقٌ-حَرَقٌ 
(مص. حَرَّقَ)	تَحْرِيقٌ-تَحْرِيقٌ 
(مص. حَرَّكَ)	تَحْرِيكٌ-تَحْرِيكٌ 
(مص. حَرَمَ)	حِرْمَانٌ-حِرْمَانٌ 
(مص. حَرَمَ)	حِرْمٌ-حِرْمٌ 
(مص. حَرَمَ)	حَرِيمٌ-حَرِيمٌ 
(مص. حَرُمَ)	حُرْمٌ-حُرْمٌ 
(مص. حَرِمَ)	حَرَمٌ-حَرَمٌ 
(مص. حَرَّمَ)	تَحْرِيمٌ-تَحْرِيمٌ 
(مص. حَزَّبَ)	تَحْزِيبٌ-تَحْزِيبٌ 
(مص. حَزَنَ)	حُزْنٌ-حُزْنٌ 
(مص. حَزَّنَ)	تَحْزِينٌ-تَحْزِينٌ 
(مص. حَسَّ)	حِسٌّ-حِسٌّ 
(مص. حَسَبَ، حَاسَبَ)	حِسَابٌ-حِسَابٌ 
(مص. حَسَبَ)	حُسْبَانٌ-حُسْبَانٌ 
(مص. حَسَبَ)	حِسْبَانٌ-حِسْبَانٌ 
(مص. حَسَبَ)	حِسْبَةٌ-حِسْبَةٌ 
(مص. حَسَدَ)	حَسَدٌ-حَسَدٌ 
(مص. حَسَّرَ)	تَحْسِيرٌ-تَحْسِيرٌ 
(مص. حَسَّسَ)	تَحْسِيسٌ-تَحْسِيسٌ 
(مص. حَسَفَ)	حَسْفٌ-حَسْفٌ 
(مص. حَسِفَ)	حَسَفٌ-حَسَفٌ 
(مص. حَسَمَ)	حَسْمٌ-حَسْمٌ 
(مص. حَسُنَ)	حُسْنٌ-حُسْنٌ 
(مص. حَسَّنَ)	تَحْسِينٌ-تَحْسِينٌ 
(مص. حَشَا)	حَشْوٌ-حَشْوٌ 
(مص. حَشَدَ)	حَشْدٌ-حَشْدٌ 
(مص. حَشَرَ)	حَشْرٌ-حَشْرٌ 
(مص. حَشْرَجَ)	حَشْرَجَةٌ-حَشْرَجَةٌ 
(مص. حَشَمَ)	حَشَمٌ-حَشَمٌ 
(مص. حَصَدَ)	حَصَادٌ-حَصَادٌ 
(مص. حَصَدَ)	حِصَادٌ-حِصَادٌ 
(مص. حَصِدَ)	حَصَدٌ-حَصَدٌ 
(مص. حَصَرَ)	حَصْرٌ-حَصْرٌ 
(مص. حَصُفَ)	حَصَافَةٌ-حَصَافَةٌ 
(مص. حَصِلَ)	حَصَلٌ-حَصَلٌ 
(مص. حَصَّلَ)	تَحْصِيلٌ-تَحْصِيلٌ 
(مص. حَصَنَ)	حَصَانَةٌ-حَصَانَةٌ 
(مص. حَصِيَ)	حَصىً-حَصىً 
(مص. حَضَرَ)	حُضُورٌ-حُضُورٌ 
(مص. حَضِرَ)	حَضَاَرةٌ-حَضَاَرةٌ 
(مص. حَضَّرَ)	تَحْضِيرٌ-تَحْضِيرٌ 
(مص. حَضَّضَ)	تَحْضِيضٌ-تَحْضِيضٌ 
(مص. حَضَنَ)	حَضَانَةٌ-حَضَانَةٌ 
(مص. حَطَّ)	حَطَاطٌ-حَطَاطٌ 
(مص. حَطِبَ)	حَطَبٌ-حَطَبٌ 
(مص. حَطَّمَ)	تَحْطِيمٌ-تَحْطِيمٌ 
(مص. حَظَّ)	حَظٌّ-حَظٌّ 
(مص. حَظِيَ)	حُظْوَةٌ-حُظْوَةٌ 
(مص. حَفَّ يَحِفُّ)	حَفِيفٌ-حَفِيفٌ 
(مص. حَفَّ)	حَفٌّ-حَفٌّ 
(مص. حَفَرَ)	حَفْرٌ-حَفْرٌ 
(مص. حَفَصَ)	حَفْصٌ-حَفْصٌ 
(مص. حَفَظَ)	حِفْظٌ-حِفْظٌ 
(مص. حَفَّظَ)	تَحْفِيظٌ-تَحْفِيظٌ 
(مص. حَفَلَ)	حَفْلٌ-حَفْلٌ 
(مص. حَفِيَ)	حَفَاوَةٌ-حَفَاوَةٌ 
(مص. حَقَّ)	حَقٌّ-حَقٌّ 
(مص. حَقا)	حَقْوٌ-حَقْوٌ 
(مص. حَقِبَ).	حَقَبٌ-حَقَبٌ 
(مص. حَقَدَ)	حِقْدٌ-حِقْدٌ 
(مص. حَقَرَ)	حَقَارَةٌ-حَقَارَةٌ 
(مص. حَقَّرَ)	تَحْقِيرٌ-تَحْقِيرٌ 
(مص. حَقَّقَ)	تَحْقِيقٌ-تَحْقِيقٌ 
(مص. حَقَنَ)	حَقْنٌ-حَقْنٌ 
(مص. حَكَرَ)	حَكْرٌ-حَكْرٌ 
(مص. حَكَمَ)	حِكْمَةٌ-حِكْمَةٌ 
(مص. حَكَمَ)	حُكْمٌ-حُكْمٌ 
(مص. حَكَمَ)	حُكُومَةٌ-حُكُومَةٌ 
(مص. حَكَّمَ)	تَحْكِيمٌ-تَحْكِيمٌ 
(مص. حَكَى)	حِكَايَةٌ-حِكَايَةٌ 
(مص. حَلَّ، يَحِلُّ)	حَلالٌ-حَلالٌ 
(مص. حَلَّ، يَحِلُّ)	حِلٌّ-حِلٌّ 
(مص. حَلَّ)	حَلٌّ-حَلٌّ 
(مص. حَلَّ)	حُلُولٌ-حُلُولٌ 
(مص. حَلاَ، حَلِيَ)	حَلاَوَةٌ-حَلاَوَةٌ 
(مص. حَلَفَ)	حَلْفٌ-حَلْفٌ
(مص. حَلَفَ)	حِلْفٌ-حِلْفٌ 
(مص. حَلَقَ)	حَلْقٌ-حَلْقٌ 
(مص. حَلَّقَ)	تَحْلِيقٌ-تَحْلِيقٌ 
(مص. حَلَكَ)	حَلَكٌ-حَلَكٌ 
(مص. حَلَّلَ)	تَحْلِيلٌ-تَحْلِيلٌ 
(مص. حَلَمَ)	حُلُمٌ-حُلُمٌ 
(مص. حَلَمَ)	حُلْمٌ-حُلْمٌ 
(مص. حَلُمَ)	حِلْمٌ-حِلْمٌ 
(مص. حَلِمَ)	حَلَمٌ-حَلَمٌ 
(مص. حَلَّى)	تَحْلِيَةٌ-تَحْلِيَةٌ 
(مص. حَمَّ)	حَمٌّ-حَمٌّ 
(مص. حَمِدَ)	حَمْدٌ-حَمْدٌ 
(مص. حَمَّدَ)	تَحْمِيدٌ-تَحْمِيدٌ 
(مص. حَمْدَلَ)	حَمْدَلَةٌ-حَمْدَلَةٌ 
(مص. حَمُسَ)	حَمَاسَةٌ-حَمَاسَةٌ 
(مص. حَمَّسَ)	تَحْمِيسٌ-تَحْمِيسٌ 
(مص. حَمُضَ)	حُمُوضَةٌ-حُمُوضَةٌ 
(مص. حَمَّضَ)	تَحْمِيضٌ-تَحْمِيضٌ 
(مص. حَمُقَ)	حَمَاقَةٌ-حَمَاقَةٌ 
(مص. حَمُقَ)	حُمْقٌ-حُمْقٌ 
(مص. حَمَّقَ)	تَحْمِيقٌ-تَحْمِيقٌ 
(مص. حَمَلَ)	حَمْلَةٌ-حَمْلَةٌ 
(مص. حَمَّلَ)	تَحْمِيلٌ-تَحْمِيلٌ 
(مص. حَمَى)	حِمَايَةٌ-حِمَايَةٌ 
(مص. حَمَى)	حِمْيَةٌ-حِمْيَةٌ 
(مص. حَنَّ، يَحُنُّ)	حَنٌّ-حَنٌّ 
(مص. حَنَّ، يَحِنُّ)	حَنَانٌ-حَنَانٌ 
(مص. حَنَا)	حُنُوٌّ-حُنُوٌّ 
(مص. حَنِثَ)	حِنْثٌ-حِنْثٌ 
(مص. حَنِقَ)	حَنَقٌ-حَنَقٌ 
(مص. حَوْجَلَ)	حَوْجَلَةٌ-حَوْجَلَةٌ 
(مص. حَوَّشَ)	تَحْوِيشٌ-تَحْوِيشٌ 
(مص. حَوْقَلَ)	حَوْقَلَةٌ-حَوْقَلَةٌ 
(مص. حَوِلَ)	حَوَلٌ-حَوَلٌ 
(مص. حَوَّلَ)	تَحْوِيلٌ-تَحْوِيلٌ 
(مص. حَوَّمَ)	تَحْوِيمٌ-تَحْوِيمٌ 
(مص. حَيَّا)	تَحِيَّةٌ-تَحِيَّةٌ 
(مص. حَيِىَ)	حَيَاةٌ-حَيَاةٌ 
(مص. حَيِيَ)	حَيَاءٌ-حَيَاءٌ 
(مص. خَابَ)	خَيْبَةٌ-خَيْبَةٌ 
(مص. خَاتَلَ)	مخُاَتَلَةٌ-مخُاَتَلَةٌ 
(مص. خَادَعَ)	خِدَاعٌ-خِدَاعٌ 
(مص. خَادَعَ)	مُخَادَعَةٌ-مُخَادَعَةٌ 
(مص. خَارَ)	خُوَارٌ-خُوَارٌ 
(مص. خَارَ)	خِيرَةٌ-خِيرَةٌ
(مص. خَاصَمَ)	خِصَامٌ-خِصَامٌ 
(مص. خَاصَمَ)	مُخَاصَمَةٌ-مُخَاصَمَةٌ 
(مص. خَاضَ)	خَوْضٌ-خَوْضٌ 
(مص. خَاضَعَ)	مُخَاضَعَةٌ-مُخَاضَعَةٌ 
(مص. خَاطَبَ)	خِطَابٌ-خِطَابٌ 
(مص. خَاطَبَ)	مُخَاطَبَةٌ-مُخَاطَبَةٌ 
(مص. خَاطَرَ)	مُخَاطَرَةٌ-مُخَاطَرَةٌ 
(مص. خَافَ)	خَوْفٌ-خَوْفٌ 
(مص. خَافَ)	خِيفَةٌ-خِيفَةٌ 
(مص. خَافَ)	مَخَافَةٌ-مَخَافَةٌ 
(مص. خَالَ)	خَيْلٌ-خَيْلٌ 
(مص. خَالَ)	خِلاَلٌ-خِلاَلٌ 
(مص. خَالَجَ)	مُخَالَجَةٌ-مُخَالَجَةٌ 
(مص. خَالَسَ)	مُخَالَسَةٌ-مُخَالَسَةٌ 
(مص. خَالَطَ)	خِلاَطٌ-خِلاَطٌ 
(مص. خَالَطَ)	مُخَالَطَةٌ-مُخَالَطَةٌ 
(مص. خَالَفَ)	خِلاَفٌ-خِلاَفٌ 
(مص. خَالَفَ)	مُخَالَفَةٌ-مُخَالَفَةٌ 
(مص. خَامَ)	خِيَامٌ-خِيَامٌ 
(مص. خَامَرَ)	مُخَامَرَةٌ-مُخَامَرَةٌ 
(مص. خان)	خِيَانَةٌ-خِيَانَةٌ 
(مص. خَايَرَ)	مُخَايَرَةٌ-مُخَايَرَةٌ 
(مص. خَبَّ)	خِبٌّ-خِبٌّ
(مص. خَبَأَ)	خَبْءٌ-خَبْءٌ 
(مص. خَبَرَ، خَبُرَ)	خِبْرَةٌ-خِبْرَةٌ 
(مص. خَبَرَ، خَبُرَ)	خُبْرَةٌ-خُبْرَةٌ 
(مص. خَبَرَ)	خَبَرٌ-خَبَرٌ 
(مص. خَـبَـزَ)	خُبْزٌ-خُبْزٌ 
(مص. خَبِلَ)	خَبَالٌ-خَبَالٌ 
(مص. خَبِلَ)	خَبَلٌ-خَبَلٌ 
(مص. خَتَمَ)	خِتَامٌ-خِتَامٌ 
(مص. خَتَمَ)	خَتْمٌ-خَتْمٌ 
(مص. خَجِلَ)	خَجَلٌ-خَجَلٌ 
(مص. خَدِرَ)	خَدَرٌ-خَدَرٌ 
(مص. خَدَّرَ)	تَخْدِيرٌ-تَخْدِيرٌ 
(مص. خَدَشَ)	خَدْشٌ-خَدْشٌ 
(مص. خَدَّشَ)	تَخْدِيشٌ-تَخْدِيشٌ 
(مص. خَدَعَ)	خُدْعَةٌ-خُدْعَةٌ 
(مص. خَدَعَ)	خَدِيعَةٌ-خَدِيعَةٌ 
